_id,公司名称,产品名称,产品类别,设计类型,产品特殊属性,承保方式,保险期间类型,产品交费方式,产品条款文字编码,产品销售状态,停止销售日期,PDF文件
5b531445f1ad32a783dfbc63,招商信诺人寿保险有限公司,招商信诺附加五年住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2010]医疗保险008号,停用,2010-09-20,http://www.iachina.cn/IC/tkk/03/1c282a0d-441e-4d9a-80b8-8122bf30e26e_TERMS.PDF
5b531445f1ad32a783dfbc64,招商信诺人寿保险有限公司,招商信诺附加重症监护定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险122号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/ff89d243-0f2d-4712-a4ec-933bacb27f80_TERMS.PDF
5b531445f1ad32a783dfbc65,招商信诺人寿保险有限公司,招商信诺附加家庭意外骨折医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险132号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/f4a83589-0521-47e3-834f-61c769160ed1_TERMS.PDF
5b531445f1ad32a783dfbc66,招商信诺人寿保险有限公司,招商信诺附加女性整形手术定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险119号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/f79d6c2f-1e1d-4949-9922-8dbaa0fdd56e_TERMS.PDF
5b531445f1ad32a783dfbc67,招商信诺人寿保险有限公司,招商信诺附加住院手术医疗保险（B款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险145号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/f3b746f6-b0f4-423c-8373-ee123f141756_TERMS.PDF
5b531445f1ad32a783dfbc68,招商信诺人寿保险有限公司,招商信诺附加意外骨折医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险127号,停售,2018-05-14,http://www.iachina.cn/IC/tkk/03/d91c0053-c633-4b3b-a3df-21a0f04bafbd_TERMS.PDF
5b531445f1ad32a783dfbc69,招商信诺人寿保险有限公司,招商信诺五年惠康住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2010]医疗保险011号,停用,2010-09-20,http://www.iachina.cn/IC/tkk/03/376111ea-ab5a-446b-933c-d9cf34ef6e46_TERMS.PDF
5b531445f1ad32a783dfbc6a,招商信诺人寿保险有限公司,招商信诺附加顺心无忧长期住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2011]医疗保险031号,停用,2011-09-30,http://www.iachina.cn/IC/tkk/03/2e180f93-a9fa-436e-ab46-2df65849ee01_TERMS.PDF
5b531445f1ad32a783dfbc6b,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院手术医疗保险（B款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险146号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/bcfa002e-a127-4a70-89c1-fc16d7afc2d3_TERMS.PDF
5b531445f1ad32a783dfbc6c,招商信诺人寿保险有限公司,招商信诺附加家庭意外重大烧烫伤医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险133号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/b8d6da4f-fcdd-4b48-b9a6-0b622eb7c2d9_TERMS.PDF
5b531445f1ad32a783dfbc6d,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险120号,停售,2018-07-04,http://www.iachina.cn/IC/tkk/03/a7c3957b-8bbf-4b72-976d-df98caa093cb_TERMS.PDF
5b531445f1ad32a783dfbc6e,招商信诺人寿保险有限公司,招商信诺增值每日住院给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险138号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/9c7d3834-4e2c-4ed4-84ad-adbc2e3b6d0f_TERMS.PDF
5b531445f1ad32a783dfbc6f,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院手术医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险121号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/9a3afcbe-c36e-4b18-a556-b1c2b5c5e763_TERMS.PDF
5b531445f1ad32a783dfbc70,招商信诺人寿保险有限公司,招商信诺附加增值每日重症监护给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险139号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/9399bcd2-0081-4e13-891d-700cf3c9403d_TERMS.PDF
5b531445f1ad32a783dfbc71,招商信诺人寿保险有限公司,招商信诺增值每日意外住院给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险134号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/86dfd51d-b77f-469d-ba35-03960f4f6545_TERMS.PDF
5b531445f1ad32a783dfbc72,招商信诺人寿保险有限公司,招商信诺附加住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险114号,在售, ,http://www.iachina.cn/IC/tkk/03/861c1c51-401b-4508-a934-5f534aa0315a_TERMS.PDF
5b531445f1ad32a783dfbc73,招商信诺人寿保险有限公司,招商信诺附加家庭意外住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险148号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/6f394038-ec6e-475c-bcb2-04d96f493632_TERMS.PDF
5b531445f1ad32a783dfbc74,招商信诺人寿保险有限公司,招商信诺附加增值意外重大烧烫伤医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险137号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/6b865e5a-4e6d-40c6-9903-dca49334832d_TERMS.PDF
5b531445f1ad32a783dfbc76,招商信诺人寿保险有限公司,招商信诺附加牙科定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险142号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/45aad24a-ae0f-444b-a0da-dde9a2449518_TERMS.PDF
5b531445f1ad32a783dfbc78,招商信诺人寿保险有限公司,招商信诺附加旅行意外住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险129号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/3ff0b0d2-8df5-421b-83c1-58e28a14b5db_TERMS.PDF
5b531445f1ad32a783dfbc79,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院医疗保险（B款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险144号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/3edc7d1a-8f02-4961-8c63-1538167a0cb9_TERMS.PDF
5b531445f1ad32a783dfbc7a,招商信诺人寿保险有限公司,招商信诺附加家庭重大疾病住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险116号,在售, ,http://www.iachina.cn/IC/tkk/03/3ea341ec-f16a-45ad-8096-582b6b6bff69_TERMS.PDF
5b531445f1ad32a783dfbc7b,招商信诺人寿保险有限公司,招商信诺附加家庭重症监护定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险126号,在售, ,http://www.iachina.cn/IC/tkk/03/3a5445af-96d4-4086-a114-d6c3c879f264_TERMS.PDF
5b531445f1ad32a783dfbc7c,招商信诺人寿保险有限公司,招商信诺附加女性特定疾病住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险117号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/2e22be58-5502-47b0-b440-d8ae704fd411_TERMS.PDF
5b531445f1ad32a783dfbc7e,招商信诺人寿保险有限公司,招商信诺家庭意外住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险131号,停用,2012-12-27,http://www.iachina.cn/IC/tkk/03/cf4c819b-1158-474d-acf0-2281fd393846_TERMS.PDF
5b531445f1ad32a783dfbc7f,招商信诺人寿保险有限公司,招商信诺附加重症监护定额给付医疗保险（B款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险147号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/beb133c0-532f-4129-a6b3-d66282200685_TERMS.PDF
5b531445f1ad32a783dfbc80,招商信诺人寿保险有限公司,招商信诺附加女性特定疾病住院手术医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险118号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/255a6d96-e1cf-4ee0-954c-c3692182643d_TERMS.PDF
5b531445f1ad32a783dfbc81,招商信诺人寿保险有限公司,招商信诺附加重大烧烫伤医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险128号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/20fcf190-24c7-4917-ac00-97eae25e3539_TERMS.PDF
5b531445f1ad32a783dfbc82,招商信诺人寿保险有限公司,招商信诺附加每日意外住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险141号,在售, ,http://www.iachina.cn/IC/tkk/03/1a739b67-d092-4f21-8a86-09840d5bb1bc_TERMS.PDF
5b531445f1ad32a783dfbc83,招商信诺人寿保险有限公司,招商信诺附加家庭重大疾病住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险125号,在售, ,http://www.iachina.cn/IC/tkk/03/1969c378-d254-4a90-b5db-efe92aea2fbe_TERMS.PDF
5b531445f1ad32a783dfbc84,招商信诺人寿保险有限公司,招商信诺附加癌症每日住院给付长期医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险087号,停售,2018-07-04,http://www.iachina.cn/IC/tkk/03/18018449-3849-4d68-9666-66786a6e92c1_TERMS.PDF
5b531445f1ad32a783dfbc85,招商信诺人寿保险有限公司,招商信诺附加增值意外骨折医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险135号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/151415c0-1820-4702-984c-6a3062c4731d_TERMS.PDF
5b531445f1ad32a783dfbc86,招商信诺人寿保险有限公司,招商信诺附加增值旅行意外每日住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险140号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/102a9920-431c-47d4-a5eb-ba1a843bbc9f_TERMS.PDF
5b531445f1ad32a783dfbc87,招商信诺人寿保险有限公司,招商信诺附加增值住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险136号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/0fe74466-bd24-4d4c-934c-e6ff16b05aee_TERMS.PDF
5b531445f1ad32a783dfbc88,招商信诺人寿保险有限公司,招商信诺附加家庭住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险124号,在售, ,http://www.iachina.cn/IC/tkk/03/056f2fdd-a853-43f0-b4cf-a6953014a396_TERMS.PDF
5b531445f1ad32a783dfbc8a,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院手术医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险031号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/d7a48e8f-efea-4299-a017-3264221ca04a_TERMS.PDF
5b531445f1ad32a783dfbc8b,招商信诺人寿保险有限公司,招商信诺附加畅顺意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2013]医疗保险038号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/cd3f2193-0c49-47c9-bfff-a40e456aa3bc_TERMS.PDF
5b531445f1ad32a783dfbc8c,招商信诺人寿保险有限公司,招商信诺附加畅顺五年意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2013]医疗保险039号,停售,2017-07-11,http://www.iachina.cn/IC/tkk/03/ca546b11-0d2d-4409-99c1-77a384769239_TERMS.PDF
5b531445f1ad32a783dfbc8d,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险025号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/92dd6178-41b2-4841-aa32-ff2f9d57ef80_TERMS.PDF
5b531445f1ad32a783dfbc8e,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险002号,停用,2012-06-29,http://www.iachina.cn/IC/tkk/03/aba15b7e-0001-4cc0-a05e-da118cdd9a74_TERMS.PDF
5b531445f1ad32a783dfbc8f,招商信诺人寿保险有限公司,招商信诺附加家庭重大疾病住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险024号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/90208730-bef9-4ca1-8e4e-94bc65f3e308_TERMS.PDF
5b531445f1ad32a783dfbc90,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险029号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/83eb1f35-4aa5-4705-b74a-05224eb1a3fd_TERMS.PDF
5b531445f1ad32a783dfbc91,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险026号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/79b5a797-d61c-4161-b7b4-8371d35e559b_TERMS.PDF
5b531445f1ad32a783dfbc92,招商信诺人寿保险有限公司,招商信诺附加住院手术医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险030号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/5292cce5-589f-46e5-95d8-e68d2f7ef36f_TERMS.PDF
5b531445f1ad32a783dfbc93,招商信诺人寿保险有限公司,招商信诺家庭意外住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,招商信诺[2012]医疗保险157号,停售,2015-07-02,http://www.iachina.cn/IC/tkk/03/4259cae4-65e5-4603-b890-46a6cd31628b_TERMS.PDF
5b531445f1ad32a783dfbc94,招商信诺人寿保险有限公司,招商信诺附加重症监护定额给付医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险032号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/b17637d2-87ee-48a7-8bac-56dc05e11384_TERMS.PDF
5b531445f1ad32a783dfbc95,招商信诺人寿保险有限公司,招商信诺附加家庭重大疾病住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险023号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/19063bcb-516f-43fd-80fa-3dc8b8c85f82_TERMS.PDF
5b531445f1ad32a783dfbc96,招商信诺人寿保险有限公司,招商信诺附加重大疾病住院手术医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险003号,停用,2012-06-29,http://www.iachina.cn/IC/tkk/03/1d7d28a7-84f9-496c-b1e5-8d746efd78d5_TERMS.PDF
5b531445f1ad32a783dfbc98,招商信诺人寿保险有限公司,招商信诺附加少儿每日住院给付长期医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,少儿专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,招商信诺[2013]医疗保险013号,停售,2017-07-13,http://www.iachina.cn/IC/tkk/03/629eefa9-6987-4649-8acb-03ec8669f21e_TERMS.PDF
5b531445f1ad32a783dfbc99,中新大东方人寿保险有限公司,中新大东方附加意外伤害住院津贴医疗保险（A1）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中新大东方[2009]医疗保险007号,在售, ,http://www.iachina.cn/IC/tkk/03/9b8a042d-e75d-44f6-9902-2c3bc71627d9_TERMS.PDF
5b531445f1ad32a783dfbc9a,中新大东方人寿保险有限公司,中新大东方团体住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中新大东方[2009]医疗保险020号,在售, ,http://www.iachina.cn/IC/tkk/03/5cba179b-6113-422a-92f4-1b4670a3b287_TERMS.PDF
5b531445f1ad32a783dfbc9b,中新大东方人寿保险有限公司,中新大东方附加住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中新大东方[2009]医疗保险035号,在售, ,http://www.iachina.cn/IC/tkk/03/34862eaf-a675-422f-a820-12549914b8b0_TERMS.PDF
5b531445f1ad32a783dfbc9c,招商信诺人寿保险有限公司,招商信诺住院定额给付医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费,招商信诺[2012]医疗保险028号,停用,2012-09-28,http://www.iachina.cn/IC/tkk/03/1b007ef3-7057-44d9-a8e0-cf573043acdb_TERMS.PDF
5b531445f1ad32a783dfbc9d,中新大东方人寿保险有限公司,中新大东方附加团体意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中新大东方[2010]医疗保险004号,在售, ,http://www.iachina.cn/IC/tkk/03/0d0fb675-1392-4e45-95f6-1040f0930ac8_TERMS.PDF
5b531445f1ad32a783dfbc9e,中新大东方人寿保险有限公司,中新大东方附加团体意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中新大东方[2009]医疗保险056号,在售, ,http://www.iachina.cn/IC/tkk/03/2e3a54f1-bb82-48fc-939c-05c0cc6b08eb_TERMS.PDF
5b531445f1ad32a783dfbc9f,中新大东方人寿保险有限公司,中新大东方附加团体女性生育津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,团体,短期（一年及一年以下）,一次性交费,中新大东方[2012]医疗保险011号,在售, ,http://www.iachina.cn/IC/tkk/03/de8c347c-fdec-4e54-a892-391fc39a6ef8_TERMS.PDF
5b531445f1ad32a783dfbca0,中新大东方人寿保险有限公司,中新大东方附加团体手术津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中新大东方[2011]医疗保险016号,在售, ,http://www.iachina.cn/IC/tkk/03/bab15c15-f3c4-4006-94c3-d9af977e6c5b_TERMS.PDF
5b531445f1ad32a783dfbca1,中新大东方人寿保险有限公司,中新大东方附加团体因公意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中新大东方[2013]医疗保险012号,在售, ,http://www.iachina.cn/IC/tkk/03/83d27b7a-58cf-47c5-855c-d7f3ed904822_TERMS.PDF
5b531445f1ad32a783dfbca2,中新大东方人寿保险有限公司,中新大东方附加金玉长康住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中新大东方[2010]医疗保险001号,在售, ,http://www.iachina.cn/IC/tkk/03/1286ffba-c4d5-4439-a820-2fcd6b1c3545_TERMS.PDF
5b531445f1ad32a783dfbca3,泰康养老保险股份有限公司,泰康手术津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,泰康养老[2011]医疗保险022号,在售, ,http://www.iachina.cn/IC/tkk/03/db7010ad-019b-42f9-849a-e2b88970d5ab_TERMS.PDF
5b531445f1ad32a783dfbca4,中新大东方人寿保险有限公司,中新大东方附加手术津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中新大东方[2009]医疗保险036号,在售, ,http://www.iachina.cn/IC/tkk/03/2857a149-d462-4278-8b71-6340cdad7d4b_TERMS.PDF
5b531445f1ad32a783dfbca5,泰康养老保险股份有限公司,泰康附加新生活少儿意外津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,少儿专属产品,个人,短期（一年及一年以下）,一次性交费,泰康养老[2011]医疗保险058号,停用,2018-06-01,http://www.iachina.cn/IC/tkk/03/6e872386-081f-4cfa-bb1c-2edc728fa319_TERMS.PDF
5b531445f1ad32a783dfbca7,泰康养老保险股份有限公司,泰康住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,泰康养老[2011]医疗保险021号,在售, ,http://www.iachina.cn/IC/tkk/03/9f6f4f78-00cd-4e82-acb5-c065d0abd337_TERMS.PDF
5b531445f1ad32a783dfbca9,泰康养老保险股份有限公司,泰康附加借款人意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,泰康养老[2011]医疗保险064号,在售, ,http://www.iachina.cn/IC/tkk/03/465facc0-118c-4739-b0b3-ab2d4dfb86e1_TERMS.PDF
5b531445f1ad32a783dfbcaa,民生人寿保险股份有限公司,民生附加康乐每日住院给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,一次性交费,民生保险[2014]医疗保险030号,在售, ,http://www.iachina.cn/IC/tkk/03/02b4e5ff-df21-47f2-ad56-5b1302e150b2_TERMS.PDF
5b531445f1ad32a783dfbcab,平安养老保险股份有限公司,平安心脑血管疾病住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,平安养老[2014]医疗保险014号,停售,2018-07-12,http://www.iachina.cn/IC/tkk/03/d510999b-668a-4b54-b9e7-e8b006b58e88_TERMS.PDF
5b531445f1ad32a783dfbcac,泰康养老保险股份有限公司,泰康附加新生活意外津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,泰康养老[2011]医疗保险054号,停用,2018-06-01,http://www.iachina.cn/IC/tkk/03/8eae96aa-d60f-4fa8-8460-45ae50301596_TERMS.PDF
5b531445f1ad32a783dfbcad,平安养老保险股份有限公司,平安流感住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,平安养老[2014]医疗保险011号,停售,2018-07-12,http://www.iachina.cn/IC/tkk/03/d2132efd-3023-4cf6-8431-8b8493b74b56_TERMS.PDF
5b531445f1ad32a783dfbcae,平安养老保险股份有限公司,平安压力性疾病住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,平安养老[2014]医疗保险015号,停售,2018-07-12,http://www.iachina.cn/IC/tkk/03/0c5ddbe4-eb28-40bb-86c6-f51bb75013f0_TERMS.PDF
5b531445f1ad32a783dfbcaf,平安养老保险股份有限公司,平安消化系统疾病住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,平安养老[2014]医疗保险013号,停售,2018-07-12,http://www.iachina.cn/IC/tkk/03/7f128d86-0c54-40bf-a87d-db90ee34eb6c_TERMS.PDF
5b531445f1ad32a783dfbcb0,太平人寿保险有限公司,太平附加福利安康B款住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,太平人寿[2014]医疗保险057号,停售,2017-05-05,http://www.iachina.cn/IC/tkk/03/5d442181-3d9e-4c98-976a-f61193d0e742_TERMS.PDF
